name,calories,carbohydrate,total_fat,protein,cluster,day
"Game meat, broiled, cooked, 1"" steak, separable lean only, ribeye, bison",177.0,0.0,5.7,29.45,0,Saturday
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, center slice, leg, fresh, imported, Australian",143.0,0.0,6.1,20.65,0,Saturday
"Cereals, dry, WHEATENA",357.0,75.6,2.9,13.1,1,Saturday
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye roast",277.0,0.0,20.0,24.85,1,Saturday
"KEEBLER, Reduced Fat, Pretzel Crackers, FLIPSIDES, TOWN HOUSE",450.0,70.4,16.0,7.2,2,Saturday
"Beef, baked, cooked, loaf, 90% lean meat / 10% fat, ground",214.0,0.0,11.0,26.62,1,Saturday
"Pears, without added sugar, stewed, sulfured, dried",127.0,33.81,0.3,0.91,0,Saturday
"Cheese, shredded, part-skim, low moisture, mozzarella",304.0,8.06,20.0,23.63,1,Saturday
"Peanut butter with omega-3, creamy",608.0,17.0,54.0,24.47,2,Saturday
"Cookies, special dietary, with creme filling, chocolate sandwich",461.0,68.0,22.0,4.5,2,Saturday
"Fiddlehead ferns, raw",34.0,5.54,0.4,4.55,0,Saturday
"Turkey, raw, meat only, back from whole bird",113.0,0.15,2.5,21.28,0,Saturday
"Cereals, dry, Maple & Brown Sugar Hot Wheat Cereal, MALT-O-MEAL",368.0,80.52,0.5,8.82,1,Saturday
"Lamb, soaked and fried, cooked, kidney, imported, New Zealand",112.0,0.18,3.6,19.78,0,Saturday
"Potatoes, without salt, flesh and skin, cooked in skin, microwaved",105.0,24.24,0.1,2.44,0,Saturday
"Pear nectar, with added ascorbic acid, canned",60.0,15.76,0.0,0.11,0,Saturday
"Babyfood, strained, vanilla, custard pudding, dessert",85.0,16.0,2.0,1.6,0,Saturday
"Beverages, powder, orange flavor, GATORADE, QUAKER OATS, drink mix",388.0,94.11,1.2,0.0,1,Saturday
"Milk, with added vitamin A, evaporated, canned",134.0,10.04,7.6,6.81,0,Saturday
"Beef, raw, prime, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",367.0,0.0,33.0,15.77,1,Saturday
"Cheese food, without added vitamin D, imitation, American, pasteurized process",257.0,16.18,20.0,4.08,1,Saturday
"Plantains, fried, green",309.0,49.17,12.0,1.5,1,Saturday
"Ham, regular (approximately 11% fat), sliced",163.0,3.83,8.6,16.6,0,Saturday
"Ground turkey, raw",148.0,0.0,7.7,19.66,0,Saturday
"KELLOGG'S, Chocolate Chip, FIBERPLUS Waffles, EGGO",259.0,44.4,11.0,4.3,1,Saturday
"Okra, unprepared, frozen",30.0,6.63,0.3,1.69,0,Saturday
"Bread, kneel down (Navajo)",195.0,39.47,2.2,4.29,0,Saturday
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, foreshank, frozen, imported, New Zealand",223.0,0.0,16.0,18.04,1,Saturday
"Infant formula, with ARA and DHA, ready-to-feed, with iron, ENFAMIL LIPIL, MEAD JOHNSON",64.0,7.1,3.5,1.38,0,Saturday
"Dip, original flavor, bean",119.0,15.89,3.7,5.44,0,Saturday
"Peppers, raw, yellow, sweet",27.0,6.32,0.2,1.0,0,Saturday
"Waterchestnuts, raw, (matai), chinese",97.0,23.94,0.1,1.4,0,Saturday
"KEEBLER, Peanut Butter, Magic Middles Fudge Filled Cookies, FUDGE SHOPPE",514.0,59.2,28.0,6.9,2,Saturday
"Fast foods, with condiments, regular patty, cheeseburger; single",270.0,25.46,13.0,13.49,1,Saturday
"Willow, leaves in oil (Alaska Native)",592.0,8.1,61.0,2.6,2,Saturday
"Pie crust, unenriched, ready-to-bake, frozen, standard-type",457.0,44.1,29.0,3.9,2,Saturday
"USDA Commodity, heated, cooked, boneless, ham, cured, pork",149.0,0.0,7.6,18.84,0,Saturday
"Chicken, roasted, cooked, meat only, wing, broilers or fryers",203.0,0.0,8.1,30.46,0,Saturday
"PREGO Pasta, ready-to-serve, Zesty Mushroom Italian Sauce",85.0,13.85,2.7,1.54,0,Saturday
"Pork, roasted, heated, separable lean and fat, bone-in, shank, ham with natural juices, cured",191.0,0.33,11.0,22.88,0,Saturday
"Nuts, with salt added, with peanuts, dry roasted, mixed nuts",594.0,25.35,51.0,17.3,2,Saturday
"CAMPBELL'S HEALTHY REQUEST, condensed, Cream of Mushroom Soup",55.0,8.6,1.7,1.29,0,Saturday
Ice cream sandwich,237.0,37.14,8.6,4.29,1,Saturday
"Lentils, with salt, boiled, cooked, mature seeds",114.0,19.54,0.4,9.02,0,Saturday
"Seeds, with salt added, sunflower seed butter",617.0,23.32,55.0,17.28,2,Saturday
"Turkey, with broth, meat only, canned",169.0,1.47,6.9,23.68,0,Saturday
"Cheese puffs and twists, low fat, baked, corn based",432.0,72.35,12.0,8.5,1,Saturday
"KEEBLER, Wheat Crackers, TOWN HOUSE",489.0,63.2,24.0,6.3,2,Saturday
"Leavening agents, low-sodium, baking powder",97.0,46.9,0.4,0.1,0,Saturday
"Pears, solids and liquids, extra light syrup pack, canned",47.0,12.2,0.1,0.3,0,Saturday
"CAMPBELL'S, condensed, 25% Less Sodium Chicken Noodle Soup",49.0,6.3,1.3,2.9,0,Saturday
"Chicken, with broth, meat only, canned",165.0,0.0,8.0,21.77,0,Saturday
"Snacks, plain, hard, granola bars",471.0,64.4,20.0,10.1,2,Saturday
"Snacks, unsalted, chips, extruded, corn-based",557.0,57.4,33.0,6.6,2,Saturday
"Cake, dry mix, chocolate, pudding-type",391.0,80.16,8.1,4.6,1,Saturday
"Beverages, sweetened, ginseng and honey, ready to drink, green, tea",30.0,7.16,0.2,0.0,0,Saturday
"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, Beef with Country Vegetables Soup",61.0,8.57,1.2,4.08,0,Saturday
"Bread, canned, boston brown",195.0,43.3,1.5,5.2,0,Saturday
"MORNINGSTAR FARMS Mushroom Lover's Burger, unprepared, frozen",168.0,9.2,8.2,14.3,0,Saturday
"Fish, breaded and fried, cooked, Atlantic, croaker",221.0,7.54,13.0,18.2,1,Saturday
"Cereals, dry, quick, white, hominy grits, QUAKER",348.0,79.6,1.2,8.8,1,Saturday
"Cheese, tilsit",340.0,1.88,26.0,24.41,1,Saturday
"Alcoholic beverage, higher alcohol, light, beer",46.0,0.77,0.0,0.25,0,Saturday
"Bacon, unprepared, reduced/low sodium, pre-sliced",407.0,0.83,39.0,12.53,1,Saturday
"Tamarind nectar, canned",57.0,14.73,0.1,0.09,0,Saturday
"Sweet potato, solids and liquids, syrup pack, canned",89.0,20.93,0.2,0.98,0,Saturday
"MORNINGSTAR FARMS Buffalo Chik Patties, unprepared, frozen",255.0,25.2,13.0,12.1,1,Saturday
"Fish, raw (Alaska Native), mixed species, whitefish",131.0,0.0,6.1,18.9,0,Saturday
"Cereals ready-to-eat, KELLOGG'S SPECIAL K Red Berries, KELLOGG",358.0,87.09,1.3,6.3,1,Saturday
"Doughnuts, enriched (includes honey buns), glazed, yeast-leavened",421.0,47.93,23.0,6.14,1,Saturday
"Turkey, microwaved, frozen, assorted vegetables, mashed potatoes w/gravy, stuffing",128.0,16.32,3.9,6.97,0,Saturday
"Pork, braised, cooked, separable lean only, arm picnic, shoulder, fresh",194.0,0.0,8.9,26.76,0,Saturday
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean only, bone-in, center slice, leg, fresh, imported, Australian",183.0,0.0,7.7,26.75,0,Saturday
"Raspberries, raw",52.0,11.94,0.7,1.2,0,Saturday
"Fish, dry heat, cooked, florida, pompano",211.0,0.0,12.0,23.69,1,Saturday
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, small end (ribs 10-12), rib",195.0,0.0,7.6,29.58,0,Saturday
"Cookies, with creme filling, chocolate sandwich, gluten-free",474.0,76.03,18.0,2.19,2,Saturday
"Turkey, raw, giblets, whole",124.0,0.07,5.1,18.18,0,Saturday
"PACE, Salsa Verde",47.0,6.25,1.6,0.0,0,Saturday
"Beans, with salt, drained, boiled, cooked, green, snap",35.0,7.88,0.3,1.89,0,Saturday
"DIGIORNO Pizza, baked, frozen, cheese stuffed crust, pepperoni topping",279.0,29.46,12.0,13.92,1,Saturday
"Fish, raw, orange, roughy",76.0,0.0,0.7,16.41,0,Saturday
"GIRL SCOUTS, Caramel Dulce De Leche Cookies",520.0,64.8,27.0,5.1,2,Saturday
"Figs, raw",74.0,19.18,0.3,0.75,0,Saturday
"Mollusks, raw, Pacific, oyster",81.0,4.95,2.3,9.45,0,Saturday
"Sapote, raw, mamey",124.0,32.1,0.5,1.45,0,Saturday
"Fish, smoked, mixed species, whitefish",108.0,0.0,0.9,23.4,0,Saturday
"Cereals, cinnamon, weight control, Instant Oatmeal, QUAKER",361.0,64.21,6.3,16.5,1,Saturday
"Vitasoy USA Organic Nasoya, Soft Tofu",70.0,0.74,3.5,8.76,0,Saturday
"Cereals ready-to-eat, Crispy Rice, MALT-O-MEAL",346.0,86.4,1.1,6.07,1,Saturday
"KASHI, Frozen Entree, Chicken Enchilada with Ancho Sauce",111.0,14.9,3.7,4.9,0,Saturday
"KELLOGG'S, Ice Cream Shoppe Frosted Hot Fudge Sundae Toaster Pastries, POP-TARTS",391.0,69.8,11.0,4.4,1,Saturday
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder steak",175.0,0.0,5.8,28.6,0,Saturday
"Hearts of palm, raw",115.0,25.61,0.2,2.7,0,Saturday
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, arm, shoulder, domestic",192.0,0.0,9.3,25.46,0,Saturday
"Rye flour, dark",325.0,68.63,2.2,15.91,1,Saturday
"Cereals, without salt, microwaved, cooked with water, 1 minute cook time, CREAM OF WHEAT",55.0,10.67,0.4,1.95,0,Saturday
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, large end (ribs 6-9), rib",253.0,0.0,15.0,27.53,1,Saturday
"Crackers, GAMESA SABROSAS, cream",484.0,64.55,20.0,7.01,2,Saturday
"Broadbeans (fava beans), canned, mature seeds",71.0,12.41,0.2,5.47,0,Saturday
"Parsnips, raw",75.0,17.99,0.3,1.2,0,Saturday
"Puddings, prepared with whole milk, instant, dry mix, lemon",115.0,20.1,2.9,2.7,0,Saturday
"Beet greens, raw",22.0,4.33,0.1,2.2,0,Saturday
"Fish, dry heat, cooked, greenland, halibut",239.0,0.0,18.0,18.42,1,Saturday
"Babyfood, strained, with egg yolks, cereal",51.0,7.0,1.8,1.9,0,Saturday
"Lamb, braised, cooked, separable lean and fat, fore-shank, imported, New Zealand",256.0,0.03,15.0,30.35,1,Saturday
"Soup, prepared with equal volume water, canned, bean with frankfurters",75.0,8.8,2.8,3.99,0,Saturday
"Formulated bar, milk chocolate peanut, SLIM-FAST OPTIMA meal bar",386.0,60.21,8.9,16.19,1,Saturday
"Gravy, golden pork, CAMPBELL'S",76.0,5.08,5.1,1.69,0,Saturday
"Beverages, without caffeine, cola, carbonated",41.0,10.58,0.0,0.0,0,Saturday
"Nuts, pecans",691.0,13.86,72.0,9.17,2,Saturday
"Beef, raw, kidney, variety meats and by-products, imported, New Zealand",87.0,0.0,2.6,15.68,0,Saturday
"Chard, without salt, drained, boiled, cooked, swiss",20.0,4.13,0.1,1.88,0,Saturday
"KEEBLER, Minis Multigrain Crackers, CLUB",470.0,67.4,20.0,7.3,2,Saturday
"Infant formula, not reconstituted, liquid concentrate, with iron, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON",127.0,13.12,6.7,3.53,0,Saturday
"MORNINGSTAR FARMS Grillers Original, unprepared, frozen",213.0,8.5,9.3,23.9,1,Saturday
"Cereals, without salt, cooked with water, quick (1-3 minutes), assorted brands including CREAM OF WHEAT, enriched, farina",55.0,10.92,0.3,1.82,0,Saturday
Soy protein isolate,335.0,0.0,3.4,88.32,1,Saturday
"Fast foods, vegetables and mayonnaise, large patty; with condiments, cheeseburger; single",268.0,17.73,16.0,13.69,1,Saturday
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, outside skirt, boneless, plate steak",282.0,0.0,19.0,27.68,1,Saturday
"Pie, commercially prepared, pecan",407.0,59.61,17.0,4.5,1,Saturday
"Rolls, sweet, dinner",321.0,53.58,7.4,10.04,1,Saturday
"Potatoes, unprepared, frozen, wedge cut, french fried",166.0,22.22,7.5,2.56,0,Saturday
"Pork, unheated, separable lean and fat, boneless, spiral slice, ham with natural juices, cured",129.0,1.18,5.8,18.66,0,Saturday
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, foreshank, domestic",201.0,0.0,13.0,18.91,0,Saturday
"Veal, cooked, external fat only",540.0,0.0,53.0,15.28,2,Saturday
"Snacks, with vitamin C, berry flavored, BETTY CROCKER Fruit Roll Ups, GENERAL MILLS",373.0,85.2,3.5,0.1,1,Saturday
"KELLOGG'S, Chocolate Chip, Pancakes, EGGO",253.0,39.9,8.2,5.5,1,Saturday
"Turkey, raw, meat and skin, wing, retail parts",202.0,0.05,14.0,19.53,0,Saturday
"Pork, raw, salt pork, cured",748.0,0.0,81.0,5.05,2,Saturday
"Lamb, raw, separable lean and fat, fore-shank, imported, New Zealand",183.0,0.09,11.0,20.09,0,Saturday
"Cheese, edam",357.0,1.43,28.0,24.99,1,Saturday
"Peanuts, with salt, oil-roasted, spanish",579.0,17.45,49.0,28.01,2,Saturday
"Fish, dry heat, cooked, mixed species, Pacific and jack, mackerel",201.0,0.0,10.0,25.73,0,Saturday
"Lamb, raw, separable lean and fat, composite of trimmed retail cuts, frozen, imported, New Zealand",277.0,0.0,23.0,16.74,1,Saturday
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, lip off, boneless, rib eye steak",208.0,0.0,14.0,20.12,1,Saturday
"Sea lion, meat with fat (Alaska Native), Steller",242.0,5.55,15.0,22.1,1,Saturday
"Pears, solids and liquids, water pack, canned",29.0,7.81,0.0,0.19,0,Saturday
"CAMPBELL'S CHUNKY Soups, Grilled Steak- Steak Chili with Beans",81.0,11.02,1.2,6.53,0,Saturday
"Squash, without salt, boiled, cooked, frozen, butternut, winter",39.0,10.05,0.1,1.23,0,Saturday
"Tomato products, with herbs and cheese, sauce, canned",59.0,10.24,1.9,2.13,0,Saturday
"SILK Light Vanilla, soymilk",33.0,4.12,0.8,2.47,0,Saturday
"Pork, broiled, cooked, separable lean and fat, boneless, center rib (chops), loin, fresh",260.0,0.0,16.0,27.63,1,Saturday
"Beverages, powder, regular, instant, coffee",353.0,75.4,0.5,12.2,1,Saturday
"Snacks, plain, cones, extruded, corn-based",510.0,62.9,27.0,5.8,2,Saturday
"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",214.0,0.0,7.4,34.66,1,Saturday
"Beef, raw, sweetbread, imported, New Zealand",303.0,0.0,29.0,11.51,1,Saturday
SILK Black Cherry soy yogurt,88.0,17.06,1.2,2.35,0,Saturday
"Rolls, whole wheat, hamburger or hot dog",269.0,44.93,4.4,12.38,1,Saturday
"Nuts, without salt added, without peanuts, oil roasted, mixed nuts",615.0,22.27,56.0,15.52,2,Saturday
Chicken spread,158.0,4.05,18.0,18.01,0,Saturday
"Fish, raw, mixed species, sturgeon",105.0,0.0,4.0,16.14,0,Saturday
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, arm, shoulder, domestic",260.0,0.0,21.0,16.79,1,Saturday
"Milk, fluid, sheep",108.0,5.36,7.0,5.98,0,Saturday
"Cookies, chocolate wafers",433.0,72.7,14.0,6.6,1,Saturday
"Nuts, raw, ginkgo nuts",182.0,37.6,1.7,4.32,0,Saturday
"ON THE BORDER, Mexican rice",195.0,34.15,4.9,3.56,0,Saturday
"Java-plum, raw, (jambolan)",60.0,15.56,0.2,0.72,0,Saturday
"Beverages, 3-2-1 plan, Ready-To-Drink,  High Protein Shake, Meal replacement, SLIMFAST",58.0,0.85,2.9,6.59,0,Saturday
"Fruit salad, solids and liquids, heavy syrup, canned, (peach and pear and apricot and pineapple and cherry)",73.0,19.11,0.1,0.34,0,Saturday
"Celtuce, raw",18.0,3.65,0.3,0.85,0,Saturday
"Turkey breast, prepackaged, sliced",100.0,2.34,2.4,16.33,0,Saturday
"Cookies, soft-type, commercially prepared, peanut butter",457.0,57.7,24.0,5.3,2,Saturday
"McDONALD'S, Sausage Biscuit with Egg",311.0,19.28,22.0,11.27,1,Saturday
"Beet greens, without salt, drained, boiled, cooked",27.0,5.46,0.2,2.57,0,Saturday
"PREGO Pasta, ready-to-serve, Traditional Italian Sauce",54.0,10.0,1.2,1.54,0,Saturday
"Potatoes, oven-heated, frozen, salt not added in processing, cottage-cut, french fried",218.0,34.03,8.2,3.44,1,Saturday
"Amaranth leaves, without salt, drained, boiled, cooked",21.0,4.11,0.2,2.11,0,Saturday
"Rolls, egg, dinner",307.0,52.0,6.4,9.5,1,Saturday
"Beverages, Diet Cran Cherry, OCEAN SPRAY",4.0,0.7,0.0,0.21,0,Saturday
"KEEBLER, Deluxe Grahams Cookies, FUDGE SHOPPE",511.0,66.6,26.0,4.0,2,Saturday
"Beverages, fortified with vitamins B6 and B12, charged citrus, loaded cherry, grape, Original, NOS energy drink, THE COCA-COLA COMPANY",44.0,11.25,0.0,0.0,0,Saturday
"Waffles, toasted, ready -to-heat, frozen, plain",312.0,49.29,9.6,7.19,1,Saturday
"Soy protein concentrate, produced by alcohol extraction",328.0,25.41,0.5,63.63,1,Saturday
"Fish, dry heat, cooked, farmed, coho, salmon",178.0,0.0,8.2,24.3,0,Saturday
"Cheese, colby",394.0,2.57,32.0,23.76,1,Saturday
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast/filet",149.0,0.23,6.5,22.5,0,Saturday
"CAMPBELL'S, condensed, 98% Fat Free Cream of Mushroom Soup",53.0,7.63,2.0,1.1,0,Saturday
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",306.0,0.0,22.0,27.75,1,Saturday
"Beef, raw, select, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",221.0,0.2,16.0,19.71,1,Saturday
"Cookies, with frosting or icing, animal",509.0,70.09,24.0,3.0,2,Saturday
"Alcoholic beverage, 63 proof, coffee, liqueur",308.0,32.2,0.3,0.1,1,Saturday
"Margarine-like shortening, principal use flaky pastries, and soy, cottonseed, soy (partially hydrogenated), industrial",628.0,0.0,71.0,0.0,2,Saturday
"Mung beans, raw, sprouted, mature seeds",30.0,5.94,0.2,3.04,0,Saturday
"Veal, raw, separable lean only, shank",94.0,0.0,1.6,19.77,0,Saturday
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",202.0,0.0,8.4,29.53,0,Saturday
"Babyfood, strained, without vitamin c, prunes",100.0,23.52,0.2,1.0,0,Saturday
"OSCAR MAYER, Bologna (beef)",316.0,2.45,29.0,11.05,1,Saturday
"McDONALD'S, with syrup and margarine, Deluxe Breakfast",285.0,29.48,15.0,7.56,1,Saturday
"CAMPBELL'S CHUNKY, HEALTHY REQUEST Chicken Noodle Soup",41.0,5.88,1.0,2.97,0,Saturday
"Pork, roasted, cooked, separable lean only, tenderloin, loin, fresh",143.0,0.0,3.5,26.17,0,Saturday
"Beans, with salt, boiled, cooked, mature seed, adzuki",128.0,24.77,0.1,7.52,0,Saturday
"Lamb, braised, cooked, separable lean and fat, square-cut shoulder chops, imported, New Zealand",322.0,0.05,24.0,26.79,1,Saturday
"Cookies, refrigerated dough, sugar",436.0,61.22,19.0,4.0,2,Saturday
"Asparagus, solids and liquids, no salt added, canned",15.0,2.48,0.2,1.8,0,Saturday
"Cream, half and half, fluid",123.0,4.73,10.0,3.13,0,Saturday
"Apples, heated, unsweetened, frozen",47.0,12.0,0.3,0.29,0,Saturday
"Pancakes, complete (includes buttermilk), dry mix, plain",368.0,73.65,3.1,9.77,1,Saturday
"Peaches, solids and liquids, juice pack, canned",44.0,11.57,0.0,0.63,0,Saturday
"Mollusks, raw, mixed species, squid",92.0,3.08,1.4,15.58,0,Saturday
"Chicken, raw, meat and skin, dark meat, broilers or fryers",237.0,0.0,18.0,16.69,1,Saturday
"Eggplant, raw",25.0,5.88,0.2,0.98,0,Saturday
"Sausage, hot, beef with chicken, Polish",259.0,3.6,19.0,17.6,1,Saturday
"USDA Commodity, reduced fat, cheddar, cheese",282.0,2.0,18.0,27.2,1,Saturday
"Beef, braised, cooked, thymus, variety meats and by-products",319.0,0.0,25.0,21.85,1,Saturday
"Durian, raw or frozen",147.0,27.09,5.3,1.47,0,Saturday
"Chicken, original seasoning, rotisserie, cooked, meat and skin, breast, broilers or fryers",184.0,0.02,8.2,27.48,0,Saturday
"Turnip greens, no salt added, canned",19.0,2.81,0.3,1.36,0,Saturday
"Potatoes, whole milk and butter added, prepared from granules without milk, dehydrated, mashed",108.0,14.36,5.0,2.05,0,Saturday
"Cream, heavy whipping, fluid",340.0,2.74,36.0,2.84,1,Saturday
"Snacks, made from garden vegetables, vegetable chips",473.0,60.43,23.0,5.32,2,Saturday
"Nuts, without salt added, dry roasted, macadamia nuts",718.0,13.38,76.0,7.79,2,Saturday
"Soy sauce, made from hydrolyzed vegetable protein, reduced sodium",90.0,14.44,0.3,8.19,0,Saturday
"Lamb, raw, separable lean and fat, hind-shank, imported, New Zealand",186.0,0.73,12.0,18.39,0,Saturday
"Cherries, solids and liquids, juice pack, canned, sweet",54.0,13.81,0.0,0.91,0,Saturday
"PACE, Picante Sauce",25.0,6.25,0.0,0.0,0,Saturday
"Cookies, special dietary, peanut butter sandwich",535.0,50.8,34.0,10.0,2,Saturday
"Beverages, with vitamin C added, low calorie, cranberry-apple juice drink",19.0,4.7,0.0,0.1,0,Saturday
"Alcoholic beverage, canned, pina colada",237.0,27.6,7.6,0.6,1,Saturday
"McDONALD'S, McFLURRY with OREO cookies",165.0,25.55,5.7,3.97,0,Saturday
"Snacks, fruit flavored with high vitamin C, yogurt-covered, candy rolls",359.0,74.64,6.5,0.46,1,Saturday
"Child formula, with iron and fiber, ready-to-feed, PEDIASURE, ABBOTT NUTRITION",99.0,11.28,4.7,2.8,0,Saturday
"Clementines, raw",47.0,12.02,0.2,0.85,0,Saturday
"Crustaceans, made from surimi, imitation, alaska king, crab",95.0,15.0,0.5,7.62,0,Saturday
"Doughnuts, unenriched (includes honey buns), glazed, yeast-leavened",403.0,44.3,23.0,6.4,1,Saturday
"Duck, meat (Alaska Native), white-winged, scoter",84.0,0.0,0.4,20.2,0,Saturday
"Cereals ready-to-eat, UNCLE SAM CEREAL",346.0,65.78,12.0,15.98,1,Saturday
"INTERSTATE BRANDS CORP, WONDER Hamburger Rolls",273.0,50.84,4.2,8.07,1,Saturday
"Peppers, freeze-dried, green, sweet",314.0,68.7,3.0,17.9,1,Saturday
"Cereals, dry, Butter flavor, Instant Grits, QUAKER",369.0,74.83,5.6,8.12,1,Saturday
"PIZZA HUT 14"" Pepperoni Pizza, THIN 'N CRISPY Crust",333.0,32.66,16.0,14.13,1,Saturday
"Chicken, roasted, cooked, with added solution, skin (drumsticks and thighs)",421.0,0.44,38.0,20.31,1,Saturday
"Beverages, diet, lemon, decaffeinated, instant, tea",338.0,85.4,0.6,3.3,1,Saturday
"Candies, with almonds, milk chocolate",526.0,53.4,34.0,9.0,2,Saturday
"Beverages, prepared with tap water, brewed, coffee",1.0,0.0,0.0,0.12,0,Saturday
"Pokeberry shoots, raw, (poke)",23.0,3.7,0.4,2.6,0,Saturday
"Pickles, sweet, with cauliflower onion mustard, chowchow",121.0,26.64,0.9,1.5,0,Saturday
"CAMPBELL'S Red and White, condensed, Beef with Vegetables and Barley Soup",71.0,11.9,1.2,3.97,0,Saturday
"Chicken, raw, meat only, thigh, dark meat, broilers or fryers",121.0,0.0,4.1,19.66,0,Saturday
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean only, roast, eye of round, round",175.0,0.0,5.3,29.87,0,Saturday
